Article title,anode,HIL,lumo_HIL,homo_HIL,thickness_HIL,HTL1,lumo_HTL1,homo_HTL1,thickness_HTL1,HTL2,lumo_HTL2,homo_HTL2,thickness_HTL2,HTL3,lumo_HTL3,homo_HTL3,thickness_HTL3,total_HTL_thickness,triplet_HTL,EML,lumo_EML,homo_EML,triplet_HOST,thickness_EML,dopant1,lumo_dopant,homo_dopant,triplet_dopant,dopant_percentage,triplet_ETL,total_ETL_thickness,ETL1,lumo_ETL1,homo_ETL1,thickness_ETL1,ETL2,lumo_ETL2,homo_ETL2,thickness_ETL2,cathode_1,cathode_workfunction,thickness_cathode1,cathode_2,thickness_cathode2,"Turn on Voltage, V at 1 cdm-2","Power efficiency, Lm/W at 1000 cdm-2","Quantum efficiency, %",cd/A
Orthogonal Molecular Structure for Better Host Material in Blue Phosphorescence and Larger OLED White Lighting Panel,ITO,HAT-CN,5.7,9.5,10,TAPC,2,5.5,45,,,,,,,,,45,2.87,POSTF,2.12,5.57,2.8,20,FIrpic,3,5.7,2.7,15,2.75,40,,,,,TmPyPB,2.73,6.68,40,Liq,2.8,2,Al,100,4.1,39.5,25.6,51.90
Orthogonally substituted aryl derivatives as bipolar hosts for blue phosphorescent organic light-emitting diodes,ITO,HAT-CN,5.7,9.5,10,TAPC,2,5.5,40,TCTA,2.4,5.7,10,,,,,50,2.82,2BFCzPm,2.02,5.46,2.97,20,FIrpic,3,5.7,2.7,15,2.75,45,,,,,TmPyPB,2.73,6.68,45,Liq,2.8,2,Al,120,3.32,29.8,18.9,37.30
Orthogonally substituted aryl derivatives as bipolar hosts for blue phosphorescent organic light-emitting diodes,ITO,HAT-CN,5.7,9.5,10,TAPC,2,5.5,40,TCTA,2.4,5.7,10,,,,,50,2.82,2BFCzTrz,2.06,5.51,2.99,20,FIrpic,3,5.7,2.7,15,2.75,45,,,,,TmPyPB,2.73,6.68,45,Liq,2.8,2,Al,120,4.22,26.6,17.4,41.40
Orthogonally substituted aryl derivatives as bipolar hosts for blue phosphorescent organic light-emitting diodes,ITO,HAT-CN,5.7,9.5,10,TAPC,2,5.5,40,TCTA,2.4,5.7,10,,,,,50,2.82,2TCzPm,1.96,5.4,3,20,FIrpic,3,5.7,2.7,15,2.75,45,,,,,TmPyPB,2.73,6.68,45,Liq,2.8,2,Al,120,3.95,16.8,11,25.30
Orthogonally substituted aryl derivatives as bipolar hosts for blue phosphorescent organic light-emitting diodes,ITO,HAT-CN,5.7,9.5,10,TAPC,2,5.5,40,TCTA,2.4,5.7,10,,,,,50,2.82,2CzPm,2.01,5.54,3,20,FIrpic,3,5.7,2.7,15,2.75,45,,,,,TmPyPB,2.73,6.68,45,Liq,2.8,2,Al,120,3.59,17.1,11.9,25.90
Orthogonally Substituted Benzimidazole-Carbazole Benzene As Universal Hosts for Phosphorescent Organic Light-Emitting Diodes,ITO,,,,,TAPC,2,5.6,50,mCP,2.4,5.9,10,,,,,60,3,o-DiCbzBz,2.3,5.8,3.1,30,FIrpic,3,5.7,2.7,6,2.7,45,,,,,DPPS,2.5,6.5,45,LiF,3.5,0.9,Al,120,3.5,26.4,21.3,47.30
Orthogonally Substituted Benzimidazole-Carbazole Benzene As Universal Hosts for Phosphorescent Organic Light-Emitting Diodes,ITO,,,,,TAPC,2,5.6,50,mCP,2.4,5.9,10,,,,,60,3,o-CbzBz,2.4,5.9,2.9,30,FIrpic,3,5.7,2.7,12,2.7,45,,,,,DPPS,2.5,6.5,45,LiF,3.5,0.9,Al,120,3.7,30,26,55.40
Pure aromatic hydrocarbons with rigid and bulky substitutions as bipolar hosts for blue phosphorescent OLEDs,ITO,,,,,NPB,2.5,5.2,40,mCP,2.4,5.9,15,,,,,55,2.9,mDPFB,2.3,6.22,2.92,25,FIrpic,3,5.7,2.7,8,2.6,40,,,,,BCP,3.5,7,40,LiF,3.5,1,Al,100,4.3,5.85,3,10.50
Pure aromatic hydrocarbons with rigid and bulky substitutions as bipolar hosts for blue phosphorescent OLEDs,ITO,,,,,NPB,2.5,5.2,40,mCP,2.4,5.9,15,,,,,55,2.9,pDPFB,2.21,6.13,2.95,25,FIrpic,3,5.7,2.7,8,2.6,40,,,,,BCP,3.5,7,40,LiF,3.5,1,Al,100,4.5,6.24,5,11.00
Pure aromatic hydrocarbons with rigid and bulky substitutions as bipolar hosts for blue phosphorescent OLEDs,ITO,,,,,NPB,2.5,5.2,40,mCP,2.4,5.9,15,,,,,55,2.9,pDPFDB,2.17,6.09,2.9,25,FIrpic,3,5.7,2.7,8,2.6,40,,,,,BCP,3.5,7,40,LiF,3.5,1,Al,100,4.1,5.46,4,10.00
Pure aromatic hydrocarbons with rigid and bulky substitutions as bipolar hosts for blue phosphorescent OLEDs,ITO,,,,,NPB,2.5,5.2,40,mCP,2.4,5.9,15,,,,,55,2.9,mTPFB,2.15,6.07,2.96,25,FIrpic,3,5.7,2.7,8,2.6,40,,,,,BCP,3.5,7,40,LiF,3.5,1,Al,100,4,7.02,8,12.00
Pyridoindole based intramolecular charge transfer type host material for blue phosphorescent organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,60,TAPC,2,5.8,20,mCP,2.4,5.9,10,,,,,30,3,CzDPEPI,2.88,6.13,2.91,25,Ir(dbi)3,2.21,4.95,2.7,10,3.36,35,TSPO1,2.5,6.8,5,TPBi,2.8,6.2,30,LiF,3.5,1.5,Al,200,6,12.71,12.58,28.24
Pyridoindole based intramolecular charge transfer type host material for blue phosphorescent organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,60,TAPC,2,5.5,20,mCP,2.4,5.9,10,,,,,30,3,CzDPECz,2.51,6.1,3.02,25,Ir(dbi)3,2.21,4.95,2.7,10,3.36,35,TSPO1,2.5,6.8,5,TPBi,2.8,6.2,30,LiF,3.5,1.5,Al,200,5.5,9.05,10.94,17.04
Rational design and characterization of heteroleptic phosphorescent iridium(III) complexes for highly efficient deep-blue OLEDs,ITO,,,,,TAPC,2,5.5,30,mCP,2.4,5.9,10,,,,,40,3,t-BuCPO,2.5,6.2,3.2,30,Ir2,2.56,6.24,2.9,10,2.6,30,,,,,TPBi,2.8,6.2,30,LiF,3.5,1,Al,200,3.5,5,10.1,13.61
Rational design and characterization of heteroleptic phosphorescent iridium(III) complexes for highly efficient deep-blue OLEDs,ITO,,,,,TAPC,2,5.5,30,mCP,2.4,5.9,10,,,,,40,3,t-BuCPO,2.5,6.2,3.2,30,Ir1,2.57,6.27,2.9,10,2.6,30,,,,,TPBi,2.8,6.2,30,LiF,3.5,1,Al,200,3.5,4.2,8.3,11.29
Selectively Modulating Triplet Exciton Formation in Host Materials for Highly Efficient Blue Electrophosphorescence,ITO,MoO3,2.3,5.3,5,NPB,2.5,5.2,70,TCTA,2.4,5.7,5,,,,,75,2.82,SiPCz,1.95,5.61,3.01,10,FIrpic,3,5.7,2.7,15,2.75,35,,,,,TmPyPB,2.73,6.68,35,Cs2CO3,2.2,2,Al,100,3.1,19.5,18.2,38.80
Selectively Modulating Triplet Exciton Formation in Host Materials for Highly Efficient Blue Electrophosphorescence,ITO,MoO3,2.3,5.3,5,NPB,2.5,5.2,70,TCTA,2.4,5.7,5,,,,,75,2.82,SiPTCz,2.12,5.47,2.93,10,FIrpic,3,5.7,2.7,15,2.75,35,,,,,TmPyPB,2.73,6.68,35,Cs2CO3,2.2,2,Al,100,3.1,13.5,12.3,25.00
Sky-Blue Phosphorescent OLEDs with 34.1% External Quantum Efficiency Using a Low Refractive Index Electron Transporting Layer,ITO,ReO3:mCBP,3.56,6.26,40,mCBP,2.4,6.1,15,,,,,,,,,15,2.8,mCBP:PO-T2T,2.4,7.5,2.8,30,FIrpic,3,5.7,2.7,10,2.99,70,PO-T2T,3.47,7.5,20,PO-T2T:Rb2CO3,3.47,7.5,50,,4.28,0,Al,100,2.6,48.6,32.2,63.65
Sky-Blue Phosphorescent OLEDs with 34.1% External Quantum Efficiency Using a Low Refractive Index Electron Transporting Layer,ITO,ReO3:mCBP,3.56,6.26,40,mCBP,2.4,6.1,15,,,,,,,,,15,2.8,mCBP:PO-T2T,2.4,7.5,2.8,30,FIrpic,3,5.7,2.7,10,2.99,60,PO-T2T,3.47,7.5,20,PO-T2T:Rb2CO3,3.47,7.5,40,,4.28,0,Al,100,2.6,40.3,29.1,55.23
Sky-Blue Phosphorescent OLEDs with 34.1% External Quantum Efficiency Using a Low Refractive Index Electron Transporting Layer,ITO,ReO3:mCBP,3.56,6.26,40,mCBP,2.4,6.1,15,,,,,,,,,15,2.8,mCBP:PO-T2T,2.4,7.5,2.8,30,FIrpic,3,5.7,2.7,10,2.99,80,PO-T2T,3.47,7.5,20,PO-T2T:Rb2CO3,3.47,7.5,60,,4.28,0,Al,100,2.6,44.5,29.6,58.43
Sky-Blue Phosphorescent OLEDs with 34.1% External Quantum Efficiency Using a Low Refractive Index Electron Transporting Layer,ITO,ReO3:mCBP,3.56,6.26,40,mCBP,2.4,6.1,15,,,,,,,,,15,2.8,mCBP:PO-T2T,2.4,7.5,2.8,30,FIrpic,3,5.7,2.7,10,2.99,90,PO-T2T,3.47,7.5,20,PO-T2T:Rb2CO3,3.47,7.5,70,,4.28,0,Al,100,2.6,45.3,27.7,57.04
Solution-Processed Thermally Activated Delayed Fluorescence Exciplex Hosts for Highly Efficient Blue Organic Light-Emitting Diodes,ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,0,0,TCTA:2PO,3.16,7.46,2.73,20,FIrpic,3,5.7,2.7,15,2.75,40,,,,,TmPyPB,2.73,6.68,40,Liq,2.8,2,Al,120,4,19.27,10,27.70
Solution-Processed Thermally Activated Delayed Fluorescence Exciplex Hosts for Highly Efficient Blue Organic Light-Emitting Diodes,ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,0,0,TCTA:3PO,3.23,7.53,2.76,20,FIrpic,3,5.7,2.7,15,2.75,40,,,,,TmPyPB,2.73,6.68,40,Liq,2.8,2,Al,120,3,18.1,9,26.20
Synthesis and characterization of highly efficient blue Ir(III) complexes by tailoring b-diketonate ancillary ligand for highly efficient PhOLED applications,ITO,ReO3,,6.1,1,pBCb2Cz,2.26,5.7,40,,,,,,,,,40,2.94,pBCb2Cz:TSPO1,2.26,6.79,2.94,30,tBuCN-FIrmMes,3.1,5.86,2.72,10,3.4,35,,,,,TSPO1:1 wt% Rb2CO3,2.52,6.79,35,LiF,3.5,1,Al,100,3,24.9,22.4,38.66
Synthesis and characterization of highly efficient blue Ir(III) complexes by tailoring b-diketonate ancillary ligand for highly efficient PhOLED applications,ITO,ReO3,,6.1,1,pBCb2Cz,2.26,5.7,40,,,,,,,,,40,2.94,pBCb2Cz:TSPO1,2.26,6.79,2.94,30,tBuCN-FIrdMes,3.14,5.88,2.72,10,3.4,35,,,,,TSPO1:1 wt% Rb2CO3,2.52,6.79,35,LiF,3.5,1,Al,100,3,21.1,17.8,31.63
Synthesis and characterization of highly efficient blue Ir(III) complexes by tailoring b-diketonate ancillary ligand for highly efficient PhOLED applications,ITO,ReO3,,6.1,1,pBCb2Cz,2.26,5.7,40,,,,,,,,,40,2.94,pBCb2Cz:TSPO1,2.26,6.79,2.94,30,tBuCN-FIrmMes,3.1,5.86,2.72,10,3.4,35,,,,,TSPO1,2.52,6.79,35,LiF,3.5,1,Al,100,3.3,23.1,20.2,35.31
Synthesis and characterization of highly efficient blue Ir(III) complexes by tailoring b-diketonate ancillary ligand for highly efficient PhOLED applications,ITO,ReO3,,6.1,1,pBCb2Cz,2.26,5.7,40,,,,,,,,,40,2.94,pBCb2Cz:TSPO1,2.26,6.79,2.94,30,tBuCN-FIrdMes,3.14,5.88,2.72,10,3.4,35,,,,,TSPO1,2.52,6.79,35,LiF,3.5,1,Al,100,3.3,14.7,14.7,24.42
Synthesis of novel benzothiophene derivative as a host material for blue phosphorescent organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,60,TAPC,2,5.5,20,mCP,2.4,5.9,10,,,,,30,3,CBTPO,2.88,6.06,2.76,25,FIrpic,3,5.7,2.7,10,3.36,35,,,,,TSPO1,2.5,6.8,35,LiF,3.5,1,Al,200,3.5,25,17.9,34.23
Synthesis of novel benzothiophene derivative as a host material for blue phosphorescent organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,60,TAPC,2,5.5,20,mCP,2.4,5.9,10,,,,,30,3,CBTPO,2.88,6.06,2.76,25,FIrpic,3,5.7,2.7,5,3.36,35,,,,,TSPO1,2.5,6.8,35,LiF,3.5,1,Al,200,3.5,24,16,31.68
Synthesis of novel benzothiophene derivative as a host material for blue phosphorescent organic light-emitting diodes,ITO,PEDOT:PSS,3.3,5.2,60,TAPC,2,5.5,20,mCP,2.4,5.9,10,,,,,30,3,CBTPO,2.88,6.06,2.76,25,FIrpic,3,5.7,2.7,3,3.36,35,,,,,TSPO1,2.5,6.8,35,LiF,3.5,1,Al,200,3.5,19,14,26.48
Tetraphenylsilane-Based High Triplet Energy Host Materials for Blue Phosphorescent Organic Light-Emitting Diodes,ITO,DNTPD,2.1,5.2,60,NPB,2.5,5.2,20,mCP,2.4,5.9,10,,,,,30,3,TSPC,2.49,6.03,2.75,30,FCNIrpic,2.98,5.72,2.74,5,3.36,25,,,,,TSPO1,2.5,6.8,25,LiF,3.5,1,Al,200,3.5,9,15.3,21.37
Tetraphenylsilane-Based High Triplet Energy Host Materials for Blue Phosphorescent Organic Light-Emitting Diodes,ITO,DNTPD,2.1,5.2,60,NPB,2.5,5.2,20,mCP,2.4,5.9,10,,,,,30,3,TSPC,2.49,6.03,2.75,30,FCNIrpic,2.98,5.72,2.74,1,3.36,25,,,,,TSPO1,2.5,6.8,25,LiF,3.5,1,Al,200,3.5,9,15,21.07
Tetraphenylsilane-Based High Triplet Energy Host Materials for Blue Phosphorescent Organic Light-Emitting Diodes,ITO,DNTPD,2.1,5.2,60,NPB,2.5,5.2,20,mCP,2.4,5.9,10,,,,,30,3,TSPC,2.49,6.03,2.75,30,FCNIrpic,2.98,5.72,2.74,10,3.36,25,,,,,TSPO1,2.5,6.8,25,LiF,3.5,1,Al,200,3.5,9,15,21.07
Thermally stable bipolar host materials for high efficiency phosphorescent green and blue organic light-emitting diodes,ITO,MoO3,2.3,5.3,3,NPB,2.5,5.2,40,TCTA,2.4,5.7,10,,,,,50,2.82,H1,2.9,6.1,2.64,20,FIrpic,3,5.7,2.7,8,2.6,35,,,,,TPBi,2.8,6.2,35,LiF,3.5,1,Al,200,3.2,14.7,8.5,19.00
Thermally stable bipolar host materials for high efficiency phosphorescent green and blue organic light-emitting diodes,ITO,MoO3,2.3,5.3,3,NPB,2.5,5.2,40,TCTA,2.4,5.7,10,,,,,50,2.82,H2,2.7,6.1,2.7,20,FIrpic,3,5.7,2.7,8,2.6,35,,,,,TPBi,2.8,6.2,35,LiF,3.5,1,Al,200,3.1,17.2,8.8,21.00
Thermally stable bipolar host materials for high efficiency phosphorescent green and blue organic light-emitting diodes,ITO,MoO3,2.3,5.3,3,NPB,2.5,5.2,40,TCTA,2.4,5.7,10,,,,,50,2.82,mCP,2.4,5.9,3,20,FIrpic,3,5.7,2.7,8,2.6,35,,,,,TPBi,2.8,6.2,35,LiF,3.5,1,Al,200,3.3,9.8,6.4,14.30
Universal Host Materials for High-Efficiency Phosphorescent and Delayed-Fluorescence OLEDs,ITO,PEDOT:PSS,3.3,5.2,40,TAPC,2,5.5,20,,,,,,,,,20,2.87,mCPDPz,2.17,5.69,2.76,20,FIrpic,3,5.7,2.7,5,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,200,3.7,13.3,12.8,27.30
Universal Host Materials for High-Efficiency Phosphorescent and Delayed-Fluorescence OLEDs,ITO,PEDOT:PSS,3.3,5.2,40,TAPC,2,5.5,20,,,,,,,,,20,2.87,3-CzDPz,2.22,5.62,2.78,20,FIrpic,3,5.7,2.7,5,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,200,3.6,17,14.6,30.60
Universal Host Materials for High-Efficiency Phosphorescent and Delayed-Fluorescence OLEDs,ITO,PEDOT:PSS,3.3,5.2,40,TAPC,2,5.5,20,,,,,,,,,20,2.87,m-CzDPz,2.13,5.64,2.83,20,FIrpic,3,5.7,2.7,5,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,AI,200,3.8,12.1,17,30.90
Universal Host Materials for High-Efficiency Phosphorescent and Delayed-Fluorescence OLEDs,ITO,PEDOT:PSS,3.3,5.2,40,TAPC,2,5.5,20,,,,,,,,,20,2.87,σ-CzDPz,2.16,5.71,3.02,20,FIrpic,3,5.7,2.7,5,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,200,4.2,10.4,18.2,33.20
"Solution-Processed Blue/Deep Blue and White Phosphorescent Organic Light-Emitting Diodes (PhOLEDs) Hosted by a Polysiloxane Derivative with Pendant mCP (1,3-bis(9-carbazolyl)benzene)",ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,,0,PmCPSi,2.13,5.67,3,40,FIrpic,3,5.7,2.7,10,2.75,40,TmPyPB,2.73,6.68,5,TPBi,2.73,6.68,35,LiF,3.5,1,Al,200,,,,18.00
"Solution-Processed Blue/Deep Blue and White Phosphorescent Organic Light-Emitting Diodes (PhOLEDs) Hosted by a Polysiloxane Derivative with Pendant mCP (1,3-bis(9-carbazolyl)benzene)",ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,,0,PVK,5.8,2.2,2.7,40,FIrpic,3,5.7,2.7,10,2.75,40,TmPyPB,2.73,6.68,5,TPBi,2.73,6.68,35,LiF,3.5,1,Al,200,,,,12.00
"Solution-Processed Blue/Deep Blue and White Phosphorescent Organic Light-Emitting Diodes (PhOLEDs) Hosted by a Polysiloxane Derivative with Pendant mCP (1,3-bis(9-carbazolyl)benzene)",ITO,PEDOT:PSS,3.3,5.2,40,PVK,5.8,2.2,5,,,,,,,,,5,2.6,PmCPSi,2.13,5.67,3,40,FIrpic,3,5.7,2.7,10,2.75,40,TmPyPB,2.73,6.68,5,TPBi,2.73,6.68,35,LiF,3.5,1,Al,200,,,,18.00
"Solution-Processed Blue/Deep Blue and White Phosphorescent Organic Light-Emitting Diodes (PhOLEDs) Hosted by a Polysiloxane Derivative with Pendant mCP (1,3-bis(9-carbazolyl)benzene)",ITO,PEDOT:PSS,3.3,5.2,40,TAPC,2,5.5,20,,,,,,,,,20,2.87,o-CzDP,2.16,5.69,3.02,20,FIrpic,3,5.7,2.7,10,2.75,40,,,,,TmPyPB,2.73,6.68,40,LiF,3.5,1,Al,200,,,,33.20
An exploration of N-heterocyclic carbene-based Ir(III) complexes for phosphorescent organic light-emitting diode applications,ITO,HATCN,5.7,9.5,7,TAPC,2,5.5,75,,,,,,,,,75,2.87,mCP,2.5,6.1,2.9,25,(fpmpy)2Ir(pmBIm),2.7,5.6,2.74,10,2.75,30,,,,,TmPyPB,2.73,6.68,30,LiF,3.5,1.5,Al,200,,,4.5,8.61
An exploration of N-heterocyclic carbene-based Ir(III) complexes for phosphorescent organic light-emitting diode applications,ITO,HATCN,5.7,9.5,7,TAPC,2,5.5,75,,,,,,,,,75,2.87,mCP,2.5,6.1,2.9,25,(fpmpy)2Ir(fpmBIm),2.72,5.7,2.68,10,2.75,30,,,,,TmPyPB,2.73,6.68,30,LiF,3.5,1.5,Al,200,,,4,8.79
High Power Efficiency Solution-Processed Blue Phosphorescent Organic Light-Emitting Diodes Using Exciplex-Type Host with a Turn-on Voltage Approaching the Theoretical Limit,ITO,PEDOT:PSS,3.3,5.2,25,,,,,,,,,,,,,0,0,TAPC:POPH,2,6.7,2.64,35,FIrpic,3,5.7,2.7,10,2.6,35,,,,,TPBi,2.73,6.68,35,Ca,2.8,10,Al,,3.4,3.4,,6.20
High Power Efficiency Solution-Processed Blue Phosphorescent Organic Light-Emitting Diodes Using Exciplex-Type Host with a Turn-on Voltage Approaching the Theoretical Limit,ITO,PEDOT:PSS,3.3,5.2,25,,,,,,,,,,,,,0,0,TCTA:POPH,2.4,6.7,2.72,35,FIrpic,3,5.7,2.7,10,2.6,35,,,,,TPBi,2.73,6.68,35,Ca,2.8,10,Al,,2.4,22.5,,24.50
High Power Efficiency Solution-Processed Blue Phosphorescent Organic Light-Emitting Diodes Using Exciplex-Type Host with a Turn-on Voltage Approaching the Theoretical Limit,ITO,PEDOT:PSS,3.3,5.2,25,,,,,,,,,,,,,0,0,mCP:POPH,2.4,6.7,3.1,35,FIrpic,3,5.7,2.7,10,2.6,35,,,,,TPBi,2.73,6.68,35,Ca,2.8,10,Al,,4.4,6,,11.50
"Multi-3,3 '-Bicarbazole-Substituted Arylsilane Host Materials with Balanced Charge Transport for Highly Efficient Solution-Processed Blue Phosphorescent Organic Light-Emitting Diodes",ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,0,0,simCP2,2.08,5.68,3.5,50,FIrpic,3,5.7,2.7,10,2.75,35,TmPyPB,2.73,6.68,5,TPBi,2.73,6.68,30,LiF,3.5,1,Al,,,,,22.00
"Multi-3,3 '-Bicarbazole-Substituted Arylsilane Host Materials with Balanced Charge Transport for Highly Efficient Solution-Processed Blue Phosphorescent Organic Light-Emitting Diodes",ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,0,0,simCP3=CH3,2.08,5.66,3.5,50,FIrpic,3,5.7,2.7,10,2.75,35,TmPyPB,2.73,6.68,5,TPBi,2.73,6.68,30,LiF,3.5,1,Al,,,,,22.00
"Multi-3,3 '-Bicarbazole-Substituted Arylsilane Host Materials with Balanced Charge Transport for Highly Efficient Solution-Processed Blue Phosphorescent Organic Light-Emitting Diodes",ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,0,0,SimCP3-Ph,2.11,5.69,3.5,50,FIrpic,3,5.7,2.7,10,2.75,35,TmPyPB,2.73,6.68,5,TPBi,2.73,6.68,30,LiF,3.5,1,Al,,,,,23.00
"Multi-3,3 '-Bicarbazole-Substituted Arylsilane Host Materials with Balanced Charge Transport for Highly Efficient Solution-Processed Blue Phosphorescent Organic Light-Emitting Diodes",ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,0,0,SimCP4,2.07,5.65,3.5,50,FIrpic,3,5.7,2.7,10,2.75,35,TmPyPB,2.73,6.68,5,TPBi,2.73,6.68,30,LiF,3.5,1,Al,,,,,27.50
"A Universal Electron-Transporting/Exciton-Blocking Material for Blue, Green, and Red Phosphorescent Organic Light-Emitting Diodes (OLEDs)",ITO,,,,,NPB,2.5,5.2,30,mCP,2.4,5.9,10,,,,,40,3,BCPO,2.19,5.76,3.01,30,FIrpic,3,5.7,2.7,8,2.7,40,PhOXD,2.25,5.84,40,,,,,LiF,3.5,1,Al,,,,24,48.62
"A Universal Electron-Transporting/Exciton-Blocking Material for Blue, Green, and Red Phosphorescent Organic Light-Emitting Diodes (OLEDs)",ITO,,,,,NPB,2.5,5.2,30,mCP,2.4,5.9,10,,,,,40,3,BCPO,2.19,5.76,3.01,30,FIrpic,3,5.7,2.7,8,2.65,40,2PhOXD,2.3,5.89,40,,,,,LiF,3.5,1,Al,,,,15,30.70
"A Universal Electron-Transporting/Exciton-Blocking Material for Blue, Green, and Red Phosphorescent Organic Light-Emitting Diodes (OLEDs)",ITO,,,,,NPB,2.5,5.2,30,mCP,2.4,5.9,10,,,,,40,3,BCPO,2.19,5.76,3.01,30,FIrpic,3,5.7,2.7,8,2.62,40,4PhOXD,2.36,5.95,40,,,,,LiF,3.5,1,Al,,,,5,10.78
Tuning Charge Balance in Solution-Processable Bipolar Triphenylamine-diazafluorene Host Materials for Phosphorescent Devices,ITO,PEDOT:PSS,3.3,5.2,25,,,,,,,,,,,,,0,0,TPA-DAF,1.86,5.2,2.89,30,FIrpic,3,5.7,2.7,15,2.6,35,,,,,TPBi,2.8,6.2,35,Ca,2.8,10,Ag,,,10.8,,20.10
Tuning Charge Balance in Solution-Processable Bipolar Triphenylamine-diazafluorene Host Materials for Phosphorescent Devices,ITO,PEDOT:PSS,3.3,5.2,25,,,,,,,,,,,,,0,0,TPA-DAF2,1.93,5.34,2.88,30,FIrpic,3,5.7,2.7,15,2.6,35,,,,,TPBi,2.8,6.2,35,Ca,2.8,10,Ag,,,7.6,,17.60
Tuning Charge Balance in Solution-Processable Bipolar Triphenylamine-diazafluorene Host Materials for Phosphorescent Devices,ITO,PEDOT:PSS,3.3,5.2,25,,,,,,,,,,,,,0,0,TPA-DAF3,2.04,5.47,2.88,30,FIrpic,3,5.7,2.7,15,2.6,35,,,,,TPBi,2.8,6.2,35,Ca,2.8,10,Ag,,,6.2,,14.00
Bipolar Host with Multielectron Transport Benzimidazole Units for Low Operating Voltage and High Power Efficiency Solution-Processed Phosphorescent OLEDs,ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,0,0,mCP-BPBI,2.61,5.63,2.68,45,Firpic,3,5.7,2.7,12,2.6,35,,,,,TPBi,2.8,6.2,35,Cs2CO3,2.2,1,Al,,4.1,10.8,,20.10
Bipolar Host with Multielectron Transport Benzimidazole Units for Low Operating Voltage and High Power Efficiency Solution-Processed Phosphorescent OLEDs,ITO,PEDOT:PSS,3.3,5.2,40,,,,,,,,,,,,,0,0,CP-QPBI,2.33,5.58,2.68,45,Firpic,3,5.7,2.7,12,2.6,35,,,,,TPBi,2.8,6.2,35,Cs2CO3,2.2,1,Al,,5.2,7.6,,17.60
Using an Organic Molecule with Low Triplet Energy as a Host in a Highly Efficient Blue Electrophosphorescent Device,ITO,MoO3,2.3,5.3,3,TAPC,2,5.5,60,,,,,,,,,60,2.87,POBPmDPA,2,5.2,2.71,20,FIr6,3.1,6.1,2.72,10,2.75,35,,,,,TmPyPB,2.73,6.68,35,LiF,3.5,1,Al,,,,,8.00
Using an Organic Molecule with Low Triplet Energy as a Host in a Highly Efficient Blue Electrophosphorescent Device,ITO,MoO3,2.3,5.3,3,NPB,2.5,5.2,70,,,,,,,,,70,2.3,POBPmDPA,2,5.2,2.71,20,FIr6,3.1,6.1,2.72,10,2.75,35,,,,,TmPyPB,2.73,6.68,35,LiF,3.5,1,Al,,,,,9.00
Using an Organic Molecule with Low Triplet Energy as a Host in a Highly Efficient Blue Electrophosphorescent Device,ITO,MoO3,2.3,5.3,3,TAPC,2,5.5,60,,,,,,,,,60,2.87,POBPmDPA,2,5.2,2.71,20,FIr6,3.1,6.1,2.72,10,2.5,35,,,,,BCP,3,6.5,35,LiF,3.5,1,Al,,,,,7.00
