no,homo_HIL,thickness_HIL,lumo_HTL1,homo_HTL1,thickness_HTL1,lumo_HTL2,homo_HTL2,thickness_HTL2,lumo_HTL3,homo_HTL3,thickness_HTL3,total_HTL_thickness,triplet_HTL,lumo_EML,homo_EML,triplet_HOST,thickness_EML,lumo_dopant,homo_dopant,triplet_dopant,dopant_percentage,triplet_ETL,total_ETL_thickness,lumo_ETL1,homo_ETL1,thickness_ETL1,lumo_ETL2,homo_ETL2,thickness_ETL2,cathode_workfunction,thickness_cathode1,cd/A
1,5.2,25,3.3,5.2,0,3.3,5.2,0,3.3,5.2,0,0,0,1.83,5.27,2.88,35,3,5.7,2.7,11,2.6,35,2.8,6.2,0,2.8,6.2,35,2.8,10,5
2,5.2,25,3.3,5.2,0,3.3,5.2,0,3.3,5.2,0,0,0,2,5.5,2.87,35,3,5.7,2.7,15,2.6,35,2.8,6.2,0,2.8,6.2,35,2.8,10,4
3,5.2,25,3.3,5.2,0,3.3,5.2,0,3.3,5.2,0,0,0,1.83,5.27,2.88,35,3,5.7,2.7,15,2.6,35,2.8,6.2,0,2.8,6.2,35,2.8,10,9
4,5.2,25,3.3,5.2,0,3.3,5.2,0,3.3,5.2,0,0,0,1.83,5.5,2.88,35,3,5.7,2.7,15,2.6,35,2.8,6.2,0,2.8,6.2,35,2.8,10,12
5,5.2,25,3.3,5.2,0,3.3,5.2,0,3.3,5.2,0,0,0,1.83,5.27,2.88,35,3,5.7,2.7,20,2.6,35,2.8,6.2,0,2.8,6.2,35,2.8,10,8
6,9.5,10,2,5.5,45,2,5.5,0,2,5.5,0,45,2.87,1.74,5.13,2.84,20,3,5.7,2.7,15,2.75,40,2.73,6.68,0,2.73,6.68,40,2.8,2,20.9
7,9.5,10,2,5.5,45,2,5.5,0,2,5.5,0,45,2.87,1.79,5.1,2.86,20,3,5.7,2.7,15,2.75,40,2.73,6.68,0,2.73,6.68,40,2.8,2,33.2
8,4.7,0,2.5,5.2,30,2.4,5.9,20,2.4,5.9,0,50,3,2.19,5.76,3.01,30,3,5.7,2.7,8,2.76,40,2.26,5.85,0,2.26,5.85,40,3.5,1,32.25
9,9.7,2,1.9,9.7,30,1.9,5.1,10,1.6,4.9,10,50,3.14,2.9,6,3.14,10,3,5.7,2.7,10,2.5,40,3,6.4,0,3,6.4,40,3.5,1,7.37
10,9.7,2,1.9,9.7,30,1.9,5.1,10,1.6,4.9,10,50,3.14,2.9,6,3.14,20,3,5.7,2.7,10,2.5,30,3,6.4,0,3,6.4,30,3.5,1,8.44
11,9.5,10,2,5.5,50,2,5.5,0,2,5.5,0,50,2.87,2.39,5.54,2.68,20,3,5.7,2.7,15,2.75,40,2.73,6.68,0,2.73,6.68,40,2.8,2,14.6
12,5.2,60,2,5.5,30,2,5.5,0,2,5.5,0,30,2.87,2.27,5.85,2.86,25,2.21,4.95,2.7,10,3.36,35,2.5,6.8,5,2.8,6.2,30,3.5,1,50.42
13,5.2,60,2,5.5,30,2,5.5,0,2,5.5,0,30,2.87,2.28,5.8,2.91,25,2.21,4.95,2.7,10,3.36,35,2.5,6.8,5,2.8,6.2,30,3.5,1,49.94
14,6.1,45,2.4,5.9,15,2.4,5.9,0,2.4,5.9,0,15,2.9,2.4,7.5,2.64,30,3,5.7,2.7,10,2.99,70,3.47,7.5,20,3.47,7.5,50,4.28,0,64.38
15,6.1,30,2.4,5.9,20,2.4,5.9,0,2.4,5.9,0,20,3,3.2,7,2.8,20,3,5.8,2.9,12,2.8,20,3.2,7,0,3.2,7,20,4.3,0,8.86
16,6.1,30,2.4,5.9,20,2.4,5.9,0,2.4,5.9,0,20,3,2.4,5.9,2.9,20,3,5.8,2.9,12,2.8,20,3.2,7,0,3.2,7,20,4.3,0,9.51
17,6.1,30,2.4,5.9,20,2.4,5.9,0,2.4,5.9,0,20,3,2.4,7,3,10,3,5.8,2.9,12,2.8,20,3.2,7,0,3.2,7,20,4.3,0,30.76
18,6.1,30,2.4,5.9,20,2.4,5.9,0,2.4,5.9,0,20,3,2.4,7,3,20,3,5.8,2.9,12,2.8,20,3.2,7,0,3.2,7,20,4.3,0,37.97
19,6.1,30,2.4,5.9,20,2.4,5.9,0,2.4,5.9,0,20,3,2.4,7,3,30,3,5.8,2.9,12,2.8,20,3.2,7,0,3.2,7,20,4.3,0,36.68
20,6.1,30,2.4,5.9,20,2.4,5.9,0,2.4,5.9,0,20,3,2.4,7,3,40,3,5.8,2.9,12,2.8,20,3.2,7,0,3.2,7,20,4.3,0,34.04
21,5.2,55,2,5.5,20,2.4,5.9,10,2.4,5.9,0,30,3,2.3,5.86,2.94,25,3,5.7,2.7,10,2.75,35,2.73,6.68,0,2.73,6.68,35,3.5,1,26
22,5.2,55,2,5.5,20,2.4,5.9,10,2.4,5.9,0,30,3,2.3,5.86,2.94,25,3,5.7,2.7,10,2.75,35,2.73,6.68,0,2.73,6.68,35,3.5,1,43.2
23,5.2,55,2,5.5,20,2.4,5.9,10,2.4,5.9,0,30,3,2.24,5.78,2.95,25,3,5.7,2.7,10,2.75,35,2.73,6.68,0,2.73,6.68,35,3.5,1,33.9
24,5.2,55,2,5.5,20,2.4,5.9,10,2.4,5.9,0,30,3,2.4,5.9,3,25,3,5.7,2.7,10,2.75,35,2.73,6.68,0,2.73,6.68,35,3.5,1,33.6
25,9.5,5,2,5.5,40,2,5.5,0,2,5.5,0,40,2.87,2.63,5.95,2.94,25,3,5.7,2.7,10,2.75,30,2.73,6.68,0,2.73,6.68,30,3.5,1,15.3
26,9.5,5,2,5.5,40,2,5.5,0,2,5.5,0,40,2.87,2.63,5.95,2.94,25,3,5.7,2.7,15,2.75,30,2.73,6.68,0,2.73,6.68,30,3.5,1,21
27,9.5,5,2,5.5,40,2,5.5,0,2,5.5,0,40,2.87,2.63,5.95,2.94,25,3,5.7,2.7,20,2.75,30,2.73,6.68,0,2.73,6.68,30,3.5,1,11.1
28,9.5,5,2,5.5,40,2,5.5,0,2,5.5,0,40,2.87,2.4,5.9,3,25,3,5.7,2.7,8,2.75,30,2.73,6.68,0,2.73,6.68,30,3.5,1,9.5
29,5.3,3,2.4,5.7,25,2.4,5.7,0,2.4,5.7,0,25,2.94,2.4,5.9,3,15,2.6,5.5,2.74,4.5,2.6,35,2.8,6.2,0,2.8,6.2,35,3.5,1,4.5
30,4.7,0,2.5,5.2,30,2.4,5.7,10,2.4,5.7,0,40,2.82,2.7,5.8,2.6,30,2.7,5.5,2.67,8,2.6,35,2.8,6.2,0,2.8,6.2,35,3.5,1,8
31,4.7,0,2.5,5.4,50,2.4,5.9,10,2.4,5.9,0,60,3,2.3,5.9,3.1,30,3,5.7,2.7,9,2.7,45,2.7,6.3,0,2.7,6.3,45,3.5,1,37.8
32,5.2,60,2.5,5.2,5,2.4,5.9,10,2.4,5.9,0,15,3,2.56,6.08,3,30,2.98,5.72,2.74,3,3.36,20,2.5,6.8,0,2.5,6.8,20,3.5,1,21.5
33,5.2,60,2.5,5.2,5,2.4,5.9,10,2.4,5.9,0,15,3,2.48,6.09,3.04,30,2.98,5.72,2.74,3,3.36,20,2.5,6.8,0,2.5,6.8,20,3.5,1,19
34,5.3,10,2.5,5.2,70,2.4,5.9,5,2.4,5.9,0,75,3,2.28,5.76,2.81,40,3,5.7,2.7,7,2.75,40,2.73,6.68,0,2.73,6.68,40,3.5,1,31.7
35,5.3,10,2.5,5.2,70,2.4,5.9,5,2.4,5.9,0,75,3,2.38,6.16,2.87,40,3,5.7,2.7,7,2.75,40,2.73,6.68,0,2.73,6.68,40,3.5,1,30.1
36,5.3,10,2.5,5.2,70,2.4,5.9,5,2.4,5.9,0,75,3,2.32,5.8,2.81,40,3,5.7,2.7,7,2.75,40,2.73,6.68,0,2.73,6.68,40,3.5,1,20.5
37,5.3,10,2.5,5.2,70,2.4,5.9,5,2.4,5.9,0,75,3,2.35,6.23,2.87,40,3,5.7,2.7,7,2.75,40,2.73,6.68,0,2.73,6.68,40,3.5,1,28.1
38,5.3,10,2.5,5.2,70,2.4,5.7,5,2.4,5.7,0,75,2.82,2.12,5.64,2.62,10,3,5.7,2.7,12,2.6,30,2.8,6.2,0,2.8,6.2,30,3.5,1,20.5
39,5.3,10,2.5,5.2,70,2.4,5.7,5,2.4,5.7,0,75,2.82,2.07,5.6,2.66,10,3,5.7,2.7,12,2.6,30,2.8,6.2,0,2.8,6.2,30,3.5,1,28.7
40,5.3,10,2.5,5.2,70,2.4,5.7,5,2.4,5.7,0,75,2.82,2.09,5.66,2.73,10,3,5.7,2.7,12,2.6,30,2.8,6.2,0,2.8,6.2,30,3.5,1,22.8
41,5.3,10,2.5,5.2,70,2.4,5.7,5,2.4,5.7,0,75,2.82,2.07,5.6,2.66,10,3.1,6.1,2.72,12,2.75,35,2.73,6.68,0,2.73,6.68,35,3.5,1,11.5
42,5.3,10,2.5,5.2,70,2.4,5.7,5,2.4,5.7,0,75,2.82,2.09,5.66,2.73,10,3.1,6.1,2.72,12,2.75,35,2.73,6.68,0,2.73,6.68,35,3.5,1,11.1
43,5.2,60,2.5,5.2,20,2.4,5.9,10,2.4,5.9,0,30,3,3,6.25,2.81,30,3,5.7,2.7,10,3.36,25,2.5,6.8,0,2.5,6.8,25,3.5,1,32
44,5.2,60,2.5,5.2,20,2.4,5.9,10,2.4,5.9,0,30,3,2.77,6.31,3.01,30,3,5.7,2.7,10,3.36,25,2.5,6.8,0,2.5,6.8,25,3.5,1,20.4
45,5.2,60,2.5,5.2,20,2.4,5.9,10,2.4,5.9,0,30,3,3,6.25,2.81,30,3,5.8,2.9,10,3.36,25,2.5,6.8,0,2.5,6.8,25,3.5,1,12
46,5.2,60,2.5,5.2,20,2.4,5.9,10,2.4,5.9,0,30,3,2.77,6.31,3.01,30,3,5.8,2.9,10,3.36,25,2.5,6.8,0,2.5,6.8,25,3.5,1,22.4
47,5.2,30,2.4,5.7,30,2.4,5.7,0,2.4,5.7,0,30,2.98,2.26,5.7,2.93,20,3.12,5.85,2.77,10,3.36,25,2.5,6.8,0,2.5,6.8,25,3.5,1,21.2
48,5.2,30,2.4,5.7,30,2.4,5.7,0,2.4,5.7,0,30,2.98,2.26,5.7,2.93,20,3.16,5.96,2.77,10,3.36,25,2.5,6.8,0,2.5,6.8,25,3.5,1,28.2
49,5.3,3.5,2,5.5,40,2,5.5,0,2,5.5,0,40,2.87,2.57,5.98,2.73,20,3,5.7,2.7,8,2.75,40,2.73,6.68,0,2.73,6.68,40,2.8,2.5,29.6
50,5.3,3.5,2,5.5,40,2,5.5,0,2,5.5,0,40,2.87,2.56,5.99,2.74,20,3,5.7,2.7,8,2.75,40,2.73,6.68,0,2.73,6.68,40,2.8,2.5,28
51,5.3,3.5,2,5.5,40,2,5.5,0,2,5.5,0,40,2.87,2.76,6.2,2.74,20,3,5.7,2.7,8,2.75,40,2.73,6.68,0,2.73,6.68,40,2.8,2.5,19.7
52,5.3,3.5,2,5.5,40,2,5.5,0,2,5.5,0,40,2.87,2.53,5.94,2.75,20,3,5.7,2.7,8,2.75,40,2.73,6.68,0,2.73,6.68,40,2.8,2.5,36.5
53,5.3,3.5,2,5.5,40,2,5.5,0,2,5.5,0,40,2.87,2.61,6.01,2.75,20,3,5.7,2.7,8,2.75,40,2.73,6.68,0,2.73,6.68,40,2.8,2.5,35.9
54,5.3,3.5,2,5.5,40,2,5.5,0,2,5.5,0,40,2.87,2.57,5.98,2.79,20,3,5.7,2.7,8,2.75,40,2.73,6.68,0,2.73,6.68,40,2.8,2.5,30.9
55,5.3,3.5,2,5.5,40,2,5.5,0,2,5.5,0,40,2.87,2.64,6.05,2.85,20,3,5.7,2.7,8,2.75,40,2.73,6.68,0,2.73,6.68,40,2.8,2.5,24.8
56,5.2,30,2,5.5,20,2.4,5.9,8,2.4,5.9,0,28,3,1.96,5.56,3,20,3,5.7,2.7,15,2.75,35,2.73,6.68,0,2.73,6.68,35,3.5,1,19.9
57,5.2,30,2,5.5,20,2.4,5.9,8,2.4,5.9,0,28,3,2.08,5.71,3,20,3,5.7,2.7,15,2.75,35,2.73,6.68,0,2.73,6.68,35,3.5,1,10.4
58,5.2,30,2,5.5,20,2.4,5.9,8,2.4,5.9,0,28,3,1.94,5.63,3.02,20,3,5.7,2.7,15,2.75,35,2.73,6.68,0,2.73,6.68,35,3.5,1,19.3
59,5.2,30,2,5.5,20,2.4,5.9,8,2.4,5.9,0,28,3,2.08,5.76,3.02,20,3,5.7,2.7,15,2.75,35,2.73,6.68,0,2.73,6.68,35,3.5,1,30.8
60,5.3,1,2.5,5.5,40,2.4,5.9,5,2.4,5.9,0,45,3,2.7,6.5,2.8,30,3,5.7,2.7,10,2.8,30,2.7,6.5,0,2.7,6.5,30,3.5,1,29.4
61,5.3,1,2.5,5.2,40,2.4,5.9,5,2.4,5.9,0,45,3,2.7,6.5,2.8,30,3,5.7,2.7,10,2.8,30,2.7,6.5,0,2.7,6.5,30,3.5,1,27.7
62,5.2,60,2.5,5.2,20,2.4,5.9,10,2.4,5.9,0,30,3,2.64,6.13,3,30,2.98,5.72,2.74,3,3.36,20,2.5,6.8,0,2.5,6.8,20,3.5,1,26.99
63,5.2,60,2.5,5.2,20,2.4,5.9,10,2.4,5.9,0,30,3,2.64,6.13,3,30,2.98,5.72,2.74,3,3.36,20,2.5,6.8,0,2.5,6.8,20,3.5,1,33.08
64,5.2,60,2.2,5.8,10,2.2,5.8,0,2.2,5.8,0,10,2.58,2.91,6.56,2.35,33,3,5.7,2.7,10,2.7,30,2.91,6.56,0,2.91,6.56,30,3.5,1,15.2
65,5.2,60,3.3,5.2,0,3.3,5.2,0,3.3,5.2,0,0,0,2.2,5.8,2.58,10,3,5.7,2.7,10,2.7,60,2.91,6.56,30,2.91,6.56,30,3.5,1,24
66,5.2,60,3.3,5.2,0,3.3,5.2,0,3.3,5.2,0,0,0,2.2,5.8,2.58,10,3,5.7,2.7,10,2.7,30,2.91,6.56,0,2.91,6.56,30,3.5,1,19.3
67,5.2,40,2,5.5,20,2.4,5.9,10,2.4,5.9,0,30,3,2.4,5.7,2.83,25,3,5.8,2.9,5,3.36,25,2.5,6.8,5,2.8,6.2,20,3.5,1.5,17.7
68,5.2,40,2,5.5,20,2.4,5.9,10,2.4,5.9,0,30,3,2.4,5.7,2.94,25,3,5.8,2.9,5,3.36,25,2.5,6.8,5,2.8,6.2,20,3.5,1.5,22.4
69,5.2,40,2,5.5,20,2.4,5.9,10,2.4,5.9,0,30,3,2.3,5.8,2.95,25,3,5.8,2.9,5,3.36,25,2.5,6.8,5,2.8,6.2,20,3.5,1.5,20.4
70,5.2,40,2,5.5,20,2.4,5.9,10,2.4,5.9,0,30,3,2.4,5.7,2.82,25,3,5.8,2.9,5,3.36,25,2.5,6.8,5,2.8,6.2,20,3.5,1.5,8.5
71,5.2,40,2,5.5,20,2.4,5.9,10,2.4,5.9,0,30,3,3.1,6.7,3.07,25,3,5.8,2.9,5,3.36,25,2.5,6.8,5,2.8,6.2,20,3.5,1.5,18.6
72,5.2,40,2,5.5,20,2.4,5.9,10,2.4,5.9,0,30,3,2.3,5.9,3.15,25,3,5.8,2.9,5,3.36,25,2.5,6.8,5,2.8,6.2,20,3.5,1.5,13.6
73,5.3,2,2.4,5.7,50,2.4,5.7,0,2.4,5.7,0,50,2.82,2.8,6.2,2.6,30,3,5.7,2.7,10,2.6,30,2.8,6.2,0,2.8,6.2,30,2.8,1,3.78
74,5.3,2,2.4,5.7,50,2.4,5.7,0,2.4,5.7,0,50,2.82,2.4,6.2,2.98,30,3,5.7,2.7,10,2.6,30,2.8,6.2,0,2.8,6.2,30,2.8,1,18.42
75,5.3,2,2.4,5.7,50,2.4,5.7,0,2.4,5.7,0,50,2.82,2.4,5.7,2.82,30,3,5.7,2.7,10,2.6,30,2.8,6.2,0,2.8,6.2,30,2.8,1,5.47
76,5.3,2,2.4,5.7,50,2.4,5.7,0,2.4,5.7,0,50,2.82,2.4,6.2,2.98,30,3,5.7,2.7,10,2.6,30,2.8,6.2,0,2.8,6.2,30,2.8,1,16.01
77,4.7,0,2.5,5.2,50,2.4,5.9,10,2.4,5.9,0,60,2.9,2.3,5.9,3.1,40,3,5.7,2.7,6,2.7,45,2.7,6.3,0,2.7,6.3,45,3.5,1.2,40.9
78,4.7,0,2.5,5.2,50,2.4,5.9,10,2.4,5.9,0,60,2.9,2.3,5.9,3.1,40,3,5.7,2.7,9,2.7,45,2.7,6.3,0,2.7,6.3,45,3.5,1.2,43.5
79,4.7,0,2.5,5.2,50,2.4,5.9,10,2.4,5.9,0,60,2.9,2.3,5.9,3.1,40,3,5.7,2.7,12,2.7,45,2.7,6.3,0,2.7,6.3,45,3.5,1.2,40.1
80,4.7,0,2.5,5.2,50,2.4,5.9,10,2.4,5.9,0,60,2.9,2.7,6.3,2.7,40,3,5.7,2.7,9,2.7,45,2.7,6.3,0,2.7,6.3,45,3.5,1.2,22.4
81,4.7,0,2.5,5.2,50,2.4,5.9,10,2.4,5.9,0,60,2.9,2.3,5.9,3.1,40,3,5.7,2.7,9,2.7,47,2.7,6.3,0,2.7,6.3,47,3.5,1.2,44.5
82,4.7,0,2.5,5.2,50,2.4,5.9,10,2.4,5.9,0,60,2.9,2.3,5.9,3.1,40,3,5.7,2.7,9,2.7,50,2.7,6.3,0,2.7,6.3,50,3.5,1.2,43
83,5.3,3,2.5,5.2,50,2.5,5.2,0,2.5,5.2,0,50,2.3,2.18,5.68,2.7,15,3,5.7,2.7,15,2.6,25,2.8,6.2,0,2.8,6.2,25,2.9,15,8
84,5.3,3,1.9,5.1,50,1.9,5.1,0,1.9,5.1,0,50,2.67,2.18,5.68,2.7,15,3,5.7,2.7,15,2.6,28,2.8,6.2,25,3.5,7,3,2.9,15,11
85,5.3,3,2.5,5.2,50,2.5,5.2,0,2.5,5.2,0,50,2.3,2.2,5.7,3.06,15,3,5.7,2.7,15,2.6,25,2.8,6.2,0,2.8,6.2,25,2.9,15,9
86,5.3,3,1.9,5.1,50,1.9,5.1,0,1.9,5.1,0,50,2.67,2.2,5.7,3.06,15,3,5.7,2.7,15,2.6,28,2.8,6.2,25,3.5,7,3,2.9,15,7
87,5.3,3,1.9,5.1,50,1.9,5.1,0,1.9,5.1,0,50,2.67,2.21,5.72,3.06,15,3,5.7,2.7,15,2.6,28,2.8,6.2,25,3.5,7,3,2.9,15,2
88,5.3,8,2,5.5,40,2.4,5.9,5,2.4,5.9,0,45,3,2.8,6.2,2.6,10,3,5.7,2.7,8,2.6,45,2.8,6.2,5,2.73,6.68,40,3.5,1,21
89,5.3,8,2,5.5,40,2.4,5.9,5,2.4,5.9,0,45,3,2.55,6.02,2.63,10,3,5.7,2.7,8,2.75,45,2.55,6.02,5,2.73,6.68,40,3.5,1,9.8
90,5.3,8,2,5.5,40,2.4,5.9,5,2.4,5.9,0,45,3,2.55,6,2.64,10,3,5.7,2.7,8,2.75,45,2.55,6,5,2.73,6.68,40,3.5,1,28
91,5.3,8,2,5.5,40,2.4,5.9,5,2.4,5.9,0,45,3,2.48,5.97,2.68,10,3,5.7,2.7,8,2.75,45,2.48,5.97,5,2.73,6.68,40,3.5,1,19.8
92,9.7,6,2,5.5,70,2,5.5,0,2,5.5,0,70,2.87,2.46,6.07,2.97,20,3,5.7,2.7,10,2.75,40,2.73,6.68,0,2.73,6.68,40,3.5,1,36
93,9.7,6,2,5.5,70,2,5.5,0,2,5.5,0,70,2.87,2.33,6.07,2.97,20,3,5.7,2.7,10,2.75,40,2.73,6.68,0,2.73,6.68,40,3.5,1,28
94,9.7,6,2,5.5,70,2,5.5,0,2,5.5,0,70,2.87,2.4,5.9,3,20,3,5.7,2.7,10,2.75,40,2.73,6.68,0,2.73,6.68,40,3.5,1,24
95,5.3,10,2,5.6,70,2,5.6,0,2,5.6,0,70,2.87,2.4,5.9,3,20,3,5.7,2.7,8,2.75,45,2.73,6.68,0,2.73,6.68,45,3.5,1,26.3
96,5.3,10,2,5.6,70,2,5.6,0,2,5.6,0,70,2.87,2.4,5.9,3,20,3,5.7,2.7,8,2.75,50,2.73,6.68,5,2.88,6.01,45,3.5,1,21.8
97,5.3,10,2,5.6,70,2,5.6,0,2,5.6,0,70,2.87,2.4,5.9,3,20,3,5.7,2.7,8,2.75,50,2.73,6.68,5,2.88,6.02,45,3.5,1,20.8
98,5.3,10,2,5.6,70,2,5.6,0,2,5.6,0,70,2.87,2.4,5.9,3,20,3,5.7,2.7,8,2.74,45,2.73,6.12,0,2.73,6.12,45,3.5,1,27.6
99,5.3,10,2,5.6,70,2,5.6,0,2,5.6,0,70,2.87,2.4,5.9,3,20,3,5.7,2.7,8,2.69,45,2.75,6.13,0,2.75,6.13,45,3.5,1,25.3
100,5.3,5,2.5,5.2,25,2.4,5.9,10,2.4,5.9,0,35,3,2.46,5.7,2.94,20,3,5.7,2.7,9,2.75,40,2.73,6.68,0,2.73,6.68,40,3.5,1,41.7
101,5.3,5,2.5,5.2,25,2.4,5.9,10,2.4,5.9,0,35,3,2.67,5.92,2.93,20,3,5.7,2.7,9,2.75,40,2.73,6.68,0,2.73,6.68,40,3.5,1,40.8
102,5.3,5,2.5,5.2,25,2.4,5.9,10,2.4,5.9,0,35,3,2.39,5.72,2.96,20,3,5.7,2.7,9,2.75,40,2.73,6.68,0,2.73,6.68,40,3.5,1,42.6
103,5.3,5,2.5,5.2,25,2.4,5.9,10,2.4,5.9,0,35,3,2.45,5.73,2.78,20,3,5.7,2.7,9,2.75,40,2.73,6.68,0,2.73,6.68,40,3.5,1,34.9
